iter	Passed	Remaining
461	994	1158
462	996	1155
463	998	1152
464	1000	1150
465	1002	1149
466	1004	1146
467	1006	1143
468	1007	1140
469	1009	1138
470	1011	1135
471	1012	1133
472	1015	1130
473	1017	1129
474	1019	1126
475	1020	1123
476	1022	1121
477	1024	1118
478	1026	1116
479	1028	1113
480	1029	1111
481	1032	1109
482	1033	1106
483	1035	1103
484	1037	1101
485	1038	1098
486	1040	1096
487	1042	1093
488	1044	1091
489	1047	1089
490	1048	1087
491	1050	1084
492	1052	1082
493	1054	1079
494	1056	1078
495	1059	1076
496	1061	1074
497	1064	1073
498	1067	1071
499	1070	1070
500	1072	1068
501	1074	1066
502	1077	1064
503	1080	1063
504	1082	1060
505	1084	1058
506	1086	1056
507	1088	1053
508	1090	1052
509	1094	1051
510	1098	1050
511	1100	1048
512	1102	1046
513	1110	1049
514	1113	1048
515	1114	1045
516	1116	1043
517	1124	1046
518	1126	1043
519	1129	1042
520	1130	1039
521	1132	1037
522	1134	1035
523	1137	1033
524	1139	1031
525	1141	1029
526	1144	1026
527	1146	1024
528	1148	1022
529	1151	1021
530	1155	1020
531	1158	1018
532	1159	1016
533	1162	1014
534	1164	1012
535	1167	1010
536	1171	1009
537	1172	1007
538	1174	1004
539	1176	1002
540	1179	1000
541	1182	998
542	1184	997
543	1186	994
544	1188	992
545	1190	989
546	1192	987
547	1194	985
548	1197	984
549	1200	982
550	1202	979
551	1204	977
552	1209	977
553	1211	974
554	1212	972
555	1214	969
556	1216	967
557	1218	965
558	1220	962
559	1222	960
560	1224	958
561	1226	955
562	1228	953
563	1229	950
564	1231	948
565	1233	945
566	1235	943
567	1237	940
568	1239	938
569	1240	936
570	1242	933
571	1244	931
572	1246	928
573	1247	926
574	1249	923
575	1252	922
576	1254	919
577	1256	917
578	1258	915
579	1260	912
580	1262	910
581	1263	907
582	1265	905
583	1268	903
584	1269	900
585	1271	898
586	1272	895
587	1274	893
588	1276	890
589	1278	888
590	1280	886
591	1283	884
592	1285	882
593	1287	879
594	1289	877
595	1291	875
596	1292	872
597	1294	870
598	1298	869
599	1300	866
600	1302	864
601	1303	862
602	1305	859
603	1308	857
604	1310	855
605	1313	853
606	1315	851
607	1316	848
608	1318	846
609	1320	844
610	1321	841
611	1323	839
612	1325	836
613	1328	834
614	1329	832
615	1331	830
616	1333	827
617	1335	825
618	1336	822
619	1338	820
620	1340	818
621	1343	816
622	1344	813
623	1346	811
624	1348	809
625	1350	806
626	1351	804
627	1353	801
628	1355	799
629	1357	797
630	1359	794
631	1361	792
632	1362	790
633	1364	787
634	1366	785
635	1368	783
636	1370	780
637	1372	779
638	1374	776
639	1376	774
640	1378	771
641	1380	769
642	1381	767
643	1383	764
644	1386	763
645	1388	760
646	1390	758
647	1392	756
648	1394	753
649	1395	751
650	1397	749
651	1399	746
652	1403	745
653	1404	743
654	1406	740
655	1408	738
656	1409	736
657	1412	734
658	1415	732
659	1419	731
660	1420	728
661	1422	726
662	1424	723
663	1426	721
664	1427	719
665	1429	716
666	1432	715
667	1434	712
668	1436	710
669	1437	708
670	1439	705
671	1441	703
672	1443	701
673	1444	698
674	1448	697
675	1449	694
676	1451	692
677	1453	690
678	1455	688
679	1457	685
680	1459	683
681	1462	682
682	1464	679
683	1466	677
684	1468	675
685	1469	672
686	1471	670
687	1473	668
688	1475	665
689	1477	663
690	1479	661
691	1481	659
692	1482	656
693	1484	654
694	1486	652
695	1487	649
696	1489	647
697	1492	645
698	1494	643
699	1496	641
700	1497	638
701	1499	636
702	1501	634
703	1503	632
704	1505	630
705	1507	627
706	1509	625
707	1511	623
708	1513	621
709	1514	618
710	1516	616
711	1517	614
712	1520	611
713	1522	609
714	1524	607
715	1525	605
716	1527	602
717	1529	600
718	1530	598
719	1532	596
720	1534	593
721	1536	591
722	1538	589
723	1539	587
724	1541	584
725	1543	582
726	1545	580
727	1547	578
728	1548	575
729	1552	574
730	1554	571
731	1556	569
732	1557	567
733	1559	565
734	1561	562
735	1562	560
736	1564	558
737	1566	556
738	1568	554
739	1570	551
740	1572	549
741	1573	547
742	1575	545
743	1577	542
744	1578	540
745	1581	538
746	1583	536
747	1584	533
748	1586	531
749	1588	529
750	1589	527
751	1591	524
752	1593	522
753	1595	520
754	1598	518
755	1600	516
756	1602	514
757	1603	511
758	1605	509
759	1607	507
760	1610	505
761	1613	503
762	1614	501
763	1616	499
764	1618	497
765	1620	495
766	1622	492
767	1623	490
768	1625	488
769	1628	486
770	1629	484
771	1631	481
772	1633	479
773	1634	477
774	1636	475
775	1638	472
776	1640	470
777	1642	468
778	1644	466
779	1646	464
780	1649	462
781	1650	460
782	1652	457
783	1654	455
784	1657	453
785	1659	451
786	1661	449
787	1662	447
788	1664	445
789	1666	442
790	1667	440
791	1669	438
792	1673	436
793	1674	434
794	1676	432
795	1678	430
796	1680	428
797	1682	425
798	1685	423
799	1688	422
800	1691	420
801	1693	417
802	1694	415
803	1696	413
804	1698	411
805	1700	409
806	1703	407
807	1704	405
808	1706	402
809	1708	400
810	1710	398
811	1711	396
812	1713	394
813	1714	391
814	1717	389
815	1718	387
816	1720	385
817	1721	383
818	1723	380
819	1724	378
820	1726	376
821	1728	374
822	1729	372
823	1732	370
824	1734	367
825	1735	365
826	1737	363
827	1739	361
828	1740	359
829	1742	356
830	1743	354
831	1745	352
832	1747	350
833	1749	348
834	1751	346
835	1752	343
836	1754	341
837	1756	339
838	1758	337
839	1760	335
840	1762	333
841	1764	331
842	1765	328
843	1767	326
844	1768	324
845	1770	322
846	1772	320
847	1773	317
848	1791	318
849	1794	316
850	1795	314
851	1797	312
852	1798	310
853	1800	307
854	1802	305
855	1804	303
856	1806	301
857	1808	299
858	1810	297
859	1811	294
860	1813	292
861	1815	290
862	1817	288
863	1819	286
864	1821	284
865	1823	282
866	1824	279
867	1826	277
868	1828	275
869	1830	273
870	1832	271
871	1833	269
872	1835	267
873	1837	264
874	1839	262
875	1841	260
876	1844	258
877	1846	256
878	1847	254
879	1849	252
880	1853	250
881	1856	248
882	1858	246
883	1860	244
884	1861	241
885	1864	239
886	1865	237
887	1868	235
888	1870	233
889	1872	231
890	1874	229
891	1876	227
892	1878	225
893	1880	222
894	1882	220
895	1885	218
896	1887	216
897	1888	214
898	1890	212
899	1892	210
900	1894	208
901	1896	206
902	1898	203
903	1900	201
904	1903	199
905	1907	197
906	1910	195
907	1912	193
908	1914	191
909	1915	189
910	1917	187
911	1919	185
912	1921	183
913	1922	180
914	1926	178
915	1928	176
916	1930	174
917	1932	172
918	1934	170
919	1936	168
920	1938	166
921	1940	164
922	1942	162
923	1943	159
924	1946	157
925	1948	155
926	1950	153
927	1951	151
928	1954	149
929	1956	147
930	1959	145
931	1961	143
932	1963	140
933	1964	138
934	1966	136
935	1968	134
936	1970	132
937	1973	130
938	1975	128
939	1978	126
940	1980	124
941	1982	122
942	1984	119
943	1986	117
944	1989	115
945	1992	113
946	1994	111
947	1996	109
948	1999	107
949	2001	105
950	2004	103
951	2007	101
952	2009	99
953	2011	96
954	2013	94
955	2015	92
956	2018	90
957	2020	88
958	2023	86
959	2025	84
960	2027	82
961	2029	80
962	2032	78
963	2034	75
964	2037	73
965	2039	71
966	2040	69
967	2042	67
968	2044	65
969	2047	63
970	2049	61
971	2053	59
972	2055	57
973	2056	54
974	2058	52
975	2061	50
976	2063	48
977	2068	46
978	2069	44
979	2071	42
980	2073	40
981	2075	38
982	2078	35
983	2079	33
984	2082	31
985	2084	29
986	2086	27
987	2087	25
988	2090	23
989	2092	21
990	2094	19
991	2096	16
992	2098	14
993	2099	12
994	2101	10
995	2103	8
996	2105	6
997	2106	4
998	2109	2
999	2111	0
